x,y,code,name,name_full
7.4139977,5.5577664,H01R12,Structural associations of a plurality of mutua...,"Structural associations of a plurality of mutually-insulated electrical connecting elements, specially adapted for printed circuits, e.g. printed circuit boards [PCB], flat or ribbon cables, or like generally planar structures, e.g. terminal strips, terminal blocks; Coupling devices specially adapted for printed circuits, flat or ribbon cables, or like generally planar structures; Terminals specially adapted for contact with, or insertion into, printed circuits, flat or ribbon cables, or like generally planar structures (printed connections to, or between, printed circuits H05K"
12.380534,3.9835968,A61B7,"Instruments for auscultation [1,2006.01]","Instruments for auscultation [1,2006.01]"
14.92244,1.5329148,E05F5,"Braking devices, e.g. checks; Stops; Buffers  (...","Braking devices, e.g. checks; Stops; Buffers  (construction of pneumatic or liquid braking devices E05F"
3.2272546,2.143758,C08L81,Compositions of macromolecular compounds obtain...,"Compositions of macromolecular compounds obtained by reactions forming in the main chain of the macromolecule a linkage containing sulfur with or without nitrogen, oxygen, or carbon only; Compositions of polysulfones; Compositions of derivatives of such polymers [2,2006.01]"
4.0535593,2.8285904,D21B1,,
9.524798,4.070411,H05K5,"Casings, cabinets or drawers for electric appar...","Casings, cabinets or drawers for electric apparatus[1,2006.01]"
1.9528121,2.2277977,B60C1,"takes precedence)[1,2,2006.01]","takes precedence)[1,2,2006.01]"
10.748576,5.0927324,B25J17,"Joints[1,2006.01]","Joints[1,2006.01]"
10.20076,4.48835,A61G3,Ambulance aspects of vehicles; Vehicles with sp...,"Ambulance aspects of vehicles; Vehicles with special provisions for transporting patients or disabled persons, or their personal conveyances, e.g. for facilitating access of, or for loading, wheelchairs[1,5,2006.01]"
11.981545,-2.0213523,A43B13,"Soles; Sole-and-heel integral units [1,2006.01]","Soles; Sole-and-heel integral units [1,2006.01]"
13.432551,4.703922,G01R13,Arrangements for displaying electric variables ...,"Arrangements for displaying electric variables or waveforms[1,4,2006.01]"
9.065917,8.359712,F04B15,"Pumps adapted to handle specific fluids, e.g. b...","Pumps adapted to handle specific fluids, e.g. by selection of specific materials for pumps or pump parts[1,2006.01]"
12.198617,3.6930356,B60R1,,
4.3821893,2.1603837,B41M1,"Inking and printing with a printer's forme[1,20...","Inking and printing with a printer's forme[1,2006.01]"
8.593799,7.6605144,F02B67,Engines characterised by the arrangement of aux...,"Engines characterised by the arrangement of auxiliary apparatus not being otherwise provided for, e.g. the apparatus having different functions; Driving auxiliary apparatus from engines, not otherwise provided for[1,2006.01]"
10.736343,5.9731293,B62J45,Electrical equipment arrangements specially ada...,"Electrical equipment arrangements specially adaptedfor use as accessories on cycles, not otherwise provided for[2020.01]"
10.824464,1.089155,A46D1,Bristles; Selection of materials for bristles  ...,"Bristles; Selection of materials for bristles  (making artificial bristles D01D, D01F) [1,2006.01]"
8.989306,2.2271082,B65D41,"Caps, e.g. crown caps or crown seals, i.e. memb...","Caps, e.g. crown caps or crown seals, i.e. members having parts arranged for engagement with the external periphery of a neck or wall defining a pouring opening or discharge aperture; Protective cap-like covers for closure members, e.g. decorative covers of metal foil or paper  (B65D"
6.0614867,5.2295446,H01L23,Details of semiconductor or other solid state d...,Details of semiconductor or other solid state devices  (H01L
11.141036,4.8570538,B66B3,Applications of devices for indicating or signa...,"Applications of devices for indicating or signalling operating conditions of elevators[1,2006.01]"
3.3617136,-2.0434904,C07D307,Heterocyclic compounds containing five-membered...,"Heterocyclic compounds containing five-membered rings having one oxygen atom as the only ring heteroatom[2,2006.01]"
12.820464,7.1965623,B60L1,SAFETY ARRANGEMENTS,SAFETY ARRANGEMENTS
5.95554,6.23956,H05B3,"Ohmic-resistance heating [1,2006.01]","Ohmic-resistance heating [1,2006.01]"
12.380597,4.0869875,G16H20,,
5.114491,2.2063823,C03C1,Ingredients generally applicable to manufacture...,"Ingredients generally applicable to manufacture of glasses, glazes or vitreous enamels [1,2006.01]"
3.1300914,1.9159793,B01F17,,
5.380742,7.3907523,F28F9,Casings; Header boxes; Auxiliary supports for e...,"Casings; Header boxes; Auxiliary supports for elements; Auxiliary members within casings[1,2006.01]"
10.13508,2.8166893,B66B23,Component parts of escalators or moving walkway...,"Component parts of escalators or moving walkways[4,2006.01]"
10.069112,2.6894166,B65G39,"Rollers, e.g. drive rollers, or arrangements th...","Rollers, e.g. drive rollers, or arrangements thereof incorporated in roller-ways or other types of mechanical conveyors (driving gear for rollers of roller-ways B65G"
5.9043736,-2.177288,A23B4,"General methods for preserving meat, sausages, ...","General methods for preserving meat, sausages, fish or fish products[2,2006.01]"
7.921517,8.349268,F02P5,Advancing or retarding electric ignition spark;...,"Advancing or retarding electric ignition spark; Control therefor[1,6,2006.01]"
3.0815423,0.68774563,A61L29,Materials for catheters or for coating catheter...,Materials for catheters or for coating catheters  (shape or structure of catheters A61M
9.215504,2.483368,B31B160,Shape of flexible containers [2017.01],Shape of flexible containers [2017.01]
11.483962,8.305899,H01F41,Apparatus or processes specially adapted for ma...,"Apparatus or processes specially adapted for manufacturing or assembling magnets, inductances or transformers; Apparatus or processes specially adapted for manufacturing materials characterised by their magnetic properties [1,2006.01]"
7.972161,3.31113,B23B49,Measuring or gauging equipment on boring machin...,Measuring or gauging equipment on boring machines for positioning or guiding the drill; Devicesfor indicating failure of drills during boring; Centring devices for holes to be bored  (marking-out equipment B25H
6.106944,2.3729563,B29C71,After-treatment of articles without altering th...,After-treatment of articles without altering their shape; Apparatus therefor  (B29C
10.758514,4.84922,B25J18,"Arms[4,2006.01]","Arms[4,2006.01]"
3.1843755,-0.42071623,A61Q17,Barrier preparations; Preparations brought into...,"Barrier preparations; Preparations brought into direct contact with the skin for affording protection against external influences, e.g. sunlight, X-rays or other harmful rays, corrosive materials, bacteria or insect stings[2006.01]"
12.252829,3.2520566,G02F1,Devices or arrangements for the control of the ...,"Devices or arrangements for the control of the intensity, colour, phase, polarisation or direction of light arriving from an independent light source, e.g. switching, gating or modulating; Non-linear optics[1,2,4,2006.01]Note(s)    [2]  This group covers only:•devices or arrangements, e.g. cells, the optical operation of which is modified by changing the optical properties of the medium of the devices or arrangements by the influence or control of physical parameters, e.g. electric fields, electric current, magnetic fields, sound or mechanical vibrations, stress or thermal effects;•devices or arrangements in which the electric or magnetic field component of the light beams influences the optical propertiesof the medium, i.e. non-linear optics;•control of light by electromagnetic waves, e.g. radio waves, or by electrons or other elementary particles."
10.890936,6.974139,F16D48,"External control of clutches [6,2006.01]Note(s)...","External control of clutches [6,2006.01]Note(s)    [6]  This group does not cover actuation, which is covered by groups F16D"
11.983849,-2.0230808,A43B7,Footwear with health or hygienic arrangements[1...,"Footwear with health or hygienic arrangements[1,2006.01]"
6.954993,-0.01940457,A01K63,"Receptacles for live fish, e.g. aquaria  (keepn...","Receptacles for live fish, e.g. aquaria  (keepnets or other containers for keeping captured fish A01K"
10.066284,4.778728,B60P3,,
10.0562935,2.4553893,B65G47,Article or material-handling devices associated...,"Article or material-handling devices associated with conveyors; Methods employing such devices[1,2006.01]"
2.7276473,1.796148,C08L31,Compositions of homopolymers or copolymers of c...,"Compositions of homopolymers or copolymers of compounds having one or more unsaturated aliphatic radicals, each having only one carbon-to-carbon double bond, and at least one being terminated by an acyloxy radical of a saturated carboxylic acid, of carbonic acid, or of a haloformic acid (of hydrolysed polymers C08L"
10.175734,2.535706,B65G1,"Storing articles, individually or in orderly ar...","Storing articles, individually or in orderly arrangement, in warehouses or magazines  (conveyor combinations in warehouses, magazines or workshops B65G"
10.4651165,4.3235965,E02F3,Dredgers; Soil-shifting machines  (for special ...,Dredgers; Soil-shifting machines  (for special purposesE02F
4.099788,0.89676785,C04B7,"Hydraulic cements[1,2006.01]","Hydraulic cements[1,2006.01]"
14.804557,4.2802634,G01S5,Position-fixing by co-ordinating two or more di...,"Position-fixing by co-ordinating two or more direction or position-line determinations; Position-fixing by co-ordinating two or more distance determinations[1,2,2006.01]"
5.8204594,0.25902858,C22B1,,
-0.65583533,6.1185684,C10M101,"takesprecedence)[4,2006.01]","takesprecedence)[4,2006.01]"
11.715879,8.175341,H01F38,Adaptations of transformers or inductances for ...,"Adaptations of transformers or inductances for specific applications or functions [6,2006.01]"
2.9430406,2.0761821,C08K5,,
14.401365,12.208996,F21W103,,
12.375093,0.22427933,B60C19,Tyre parts or constructions not otherwise provi...,"Tyre parts or constructions not otherwise provided for[1,2006.01]"
12.724607,3.0191202,G03F9,"Registration or positioning of originals, masks...","Registration or positioning of originals, masks, frames, photographic sheets or textured or patternedsurfaces, e.g. automatically  (G03F"
12.385064,0.26059076,B60B1,Spoked wheels; Spokes thereof  (non-metallic B60B,Spoked wheels; Spokes thereof  (non-metallic B60B
11.584525,5.4977317,G01M1,,
14.014582,4.564918,H04W12,Security arrangements; Authentication; Protecti...,"Security arrangements; Authentication; Protecting privacy or anonymity[2009.01,2021.01]"
11.886352,5.8902364,G01N9,Investigating density or specific gravity of ma...,"Investigating density or specific gravity of materials; Analysing materials by determining density or specific gravity[1,2006.01]"
10.497843,3.676438,A01F29,Cutting apparatus specially adapted for cutting...,"Cutting apparatus specially adapted for cutting hay, straw or the like (mowers combined with means for cutting up the mown crop A01D"
4.855189,-2.9768722,C12P13,Preparation of nitrogen-containing organic comp...,"Preparation of nitrogen-containing organic compounds[3,2006.01]"
8.514143,1.1424199,B65B55,"Preserving, protecting or purifying packages or...","Preserving, protecting or purifying packages or package contents in association with packaging  (by packaging under special atmospheric or gaseous conditions B65B"
5.2543626,-0.5490758,C01B3,Hydrogen; Gaseous mixtures containing hydrogen;...,"Hydrogen; Gaseous mixtures containing hydrogen; Separation of hydrogen from mixtures containing it; Purification of hydrogen  (production of water-gas or synthesis gas from solid carbonaceous material C10J)[3,2006.01]"
12.780897,4.9237123,G08B17,"Fire alarms; Alarms responsive to explosion[1,2...","Fire alarms; Alarms responsive to explosion[1,2006.01]"
9.948706,13.154769,H01Q15,"Devices for reflection, refraction, diffraction...","Devices for reflection, refraction, diffraction or polarisation of waves radiated from an antenna, e.g. quasi-optical devices (variable for purpose of altering directivity H01Q"
7.3081365,3.0433722,B23B27,Tools for turning or boring machines  (for dril...,Tools for turning or boring machines  (for drilling machines B23B
13.116699,4.9443593,G08C23,"Non-electric signal transmission systems, e.g. ...","Non-electric signal transmission systems, e.g. optical systems[1,2006.01]"
11.481941,3.524053,A61H23,"Percussion or vibration massage, e.g. using sup...","Percussion or vibration massage, e.g. using supersonic vibration; Suction-vibration massage; Massage with moving diaphragms [1,2006.01]"
12.9293165,4.3641815,A63F9,covering the particular game.,covering the particular game.
10.832223,8.230857,H02K7,Arrangements for handling mechanical energy str...,"Arrangements for handling mechanical energy structurally associated with dynamo-electric machines, e.g. structural association with mechanicaldriving motors or auxiliary dynamo-electric machines[1,2006.01]"
11.486644,8.428729,H01F17,"Fixed inductances of the signal type [1,2006.01...","Fixed inductances of the signal type [1,2006.01]2 IPC (2023.01), Section HH01F"
9.509025,3.9595132,A44C25,"Fancy ware for personal wear, not provided for ...","Fancy ware for personal wear, not provided for in groups A44C"
2.9799652,1.8021123,C08F12,Homopolymers or copolymers of compounds having ...,"Homopolymers or copolymers of compounds having one or more unsaturated aliphatic radicals, each having only one carbon-to-carbon double bond, and at least one being terminated by an aromatic carbocyclic ring[2,2006.01]"
2.0162756,1.7688257,C08F4,"Polymerisation catalysts [2,2006.01]","Polymerisation catalysts [2,2006.01]"
11.929824,4.790871,B60Q9,Arrangement or adaptation of signal devices not...,Arrangement or adaptation of signal devices not provided for in one of main groups B60Q
12.011544,4.751094,G09B29,Maps (celestial maps G09B,Maps (celestial maps G09B
10.097857,2.6605823,B65G21,Supporting or protective framework or housings ...,"Supporting or protective framework or housings for endless load-carriers or traction elements of belt or chain conveyors[1,2006.01]"
8.628005,7.9917006,F02B63,"Adaptations of engines for driving pumps, hand-...","Adaptations of engines for driving pumps, hand-heldtools orelectric generators; Portable combinations ofengines with engine-driven devices  (of rotary-piston oroscillating-piston engines F02B"
3.4064193,-2.1479862,C07C231,"Preparation of carboxylic acid amides [5,2006.01]","Preparation of carboxylic acid amides [5,2006.01]"
12.748813,2.7520046,A61B3,Apparatus for testing the eyes; Instruments for...,"Apparatus for testing the eyes; Instruments for examining the eyes (eye inspection using ultrasonic, sonic or infrasonic waves A61B"
8.763286,0.9355532,B05B9,Spraying apparatus for discharge of liquid or o...,Spraying apparatus for discharge of liquid or other fluent material without essentially mixing with gas orvapour (B05B
7.9415607,8.337342,F02D45,Electrical control not provided for in groups F02D,Electrical control not provided for in groups F02D
14.597741,12.1397085,F21Y115,Light-generating elements of semiconductor ligh...,Light-generating elements of semiconductor light sources[2016.01]
-0.6227942,6.082603,C10N30,Specified physical or chemical property which i...,"Specified physical or chemical property which is improved by the additive characterising the lubricating composition, e.g. multifunctional additives[4,2006.01]"
7.3155656,0.8069454,B02C23,Auxiliary methods or auxiliary devices or acces...,Auxiliary methods or auxiliary devices or accessoriesspecially adapted for crushing or disintegrating not provided for in groups B02C
5.8951206,7.3243656,F24D17,"Domestic hot-water supply systems[1,2006.01,202...","Domestic hot-water supply systems[1,2006.01,2022.01]"
8.955769,7.914087,F04C27,Sealing arrangements in rotary-piston pumps spe...,"Sealing arrangements in rotary-piston pumps specially adapted for elastic fluids [1,2006.01]"
11.541286,2.4218893,G09B23,"Models for scientific, medical, or mathematical...","Models for scientific, medical, or mathematical purposes, e.g. full-sized device for demonstration purposes (in the nature of toys A63H) [1,2006.01]"
6.0692167,3.215766,B29C53,"Shaping by bending, folding, twisting, straight...","Shaping by bending, folding, twisting, straightening or flattening; Apparatus therefor  (B29C"
3.6163566,-3.1656482,A61P5,,
3.8166614,-3.2837079,C07K5,Peptides having up to four amino acids in a ful...,"Peptides having up to four amino acids in a fully defined sequence; Derivatives thereof [4,2006.01]Note(s)    [6]  In this group, the following expression is used with the meaning indicated:•""first amino acid"" means the first amino acid from the left side, i.e. the N-terminal amino acid, of the peptide sequence."
8.036513,0.10082524,B01L3,"Containers or dishes for laboratory use, e.g. l...","Containers or dishes for laboratory use, e.g. laboratory glassware; Droppers [1,2006.01]Note(s)    [2023.01]  Petri dishes for enzymology or microbiology are classified in group C12M"
14.718531,11.938615,F21S8,Lighting devices intended for fixed installatio...,Lighting devices intended for fixed installation  (F21S
3.4288151,-1.7251431,C07C43,"Ethers; Compounds having   groups, groups or  g...","Ethers; Compounds having   groups, groups or  groups[1,2006.01]"
12.683881,6.1628904,H04R31,Apparatus or processes specially adapted for th...,"Apparatus or processes specially adapted for the manufacture of transducers or diaphragms therefor[1,2006.01]IPC (2023.01), Section H 3"
11.871254,6.0733523,G01L19,"Details of, or accessories for, apparatus for m...","Details of, or accessories for, apparatus for measuring steady or quasi-steady pressure of a fluentmedium insofar as such details or accessories are not special to particular types of pressure gauges[1,2006.01]"
12.643723,4.6360855,G05B13,"Adaptive control systems, i.e. systems automati...","Adaptive control systems, i.e. systems automatically adjusting themselves to have a performance which is optimum according to some preassigned criterion  (G05B"
5.960418,3.0633435,B29C44,Shaping by internal pressure generated in the m...,"Shaping by internal pressure generated in the material, e.g. swelling or foaming [6,2006.01]"
2.9207659,1.8245454,C09J4,Adhesives based on organic non-macromolecular c...,"Adhesives based on organic non-macromolecular compounds having at least one polymerisable carbon-to-carbon unsaturated bond [5,2006.01]"
8.483561,1.7992033,A47K13,"Seats or covers for all kinds of closets [1,200...","Seats or covers for all kinds of closets [1,2006.01]"
9.915774,4.4062953,B64D11,Passenger or crew accommodation; Flight-deck in...,"Passenger or crew accommodation; Flight-deck installations not otherwise provided for [1,2006.01]"
6.6766114,3.3412929,B21D53,Making other particular articles  (making chain...,"Making other particular articles  (making chains or chain parts B21L)[1,2006.01]"
11.4860735,8.435406,H01F30,Fixed transformers not covered by group H01F,Fixed transformers not covered by group H01F
5.509154,1.9214884,C04B38,"Porous mortars, concrete, artificial stone or c...","Porous mortars, concrete, artificial stone or ceramic ware; Preparation thereof  (treating slag with gases or gas generating material C04B"
8.885025,6.1675754,B64C23,"Influencing air flow over aircraft surfaces, no...","Influencing air flow over aircraft surfaces, not otherwise provided for[1,2006.01]"
3.0838723,0.6081687,A61L26,"Chemical aspects of, or use of materials for, l...","Chemical aspects of, or use of materials for, liquid bandages[7,2006.01]Note(s)    [7]  When classifying in group A61L"
4.8607826,4.406772,D01H13,"Other common constructional features, details o...","Other common constructional features, details or accessories[1,5,2006.01]"
11.987979,3.3366985,G02C11,Non-optical adjuncts; Attachment thereof  (G02C,Non-optical adjuncts; Attachment thereof  (G02C
9.513177,6.29081,B63H20,"Outboard propulsion units, e.g. outboard motors...","Outboard propulsion units, e.g. outboard motors or Z-drives; Arrangements thereof on vessels[6,2006.01]"
8.29703,0.949608,A61L2,Methods or apparatus for disinfecting or steril...,Methods or apparatus for disinfecting or sterilising materials or objects other than foodstuffs or contact lenses; Accessories therefor  (atomisers for disinfecting agents A61M; sterilisation of packages or package contents in association with packaging B65B
5.3947597,-2.6659048,A23K50,Feeding-stuffs specially adapted for particular...,Feeding-stuffs specially adapted for particular animals[2016.01]
6.0239177,5.7774634,H01C1,MANUFACTURE,MANUFACTURE
3.0372093,-2.650751,C07D213,Heterocyclic compounds containing six-membered ...,"Heterocyclic compounds containing six-membered rings, not condensed with other rings, with one nitrogen atom as the only ring hetero atom and threeor more double bonds between ring members or between ring members and non-ring members[2,2006.01]"
6.608139,3.28606,B21D37,Tools as parts of machines covered by this subc...,"Tools as parts of machines covered by this subclass  (forms or constructions of tools uniquely adapted for particular operations, see in the relevant groups for the operations)[1,2006.01]"
6.3730817,7.3490005,F25D11,or F25D,or F25D
9.839874,13.037228,H01P3,Waveguides; Transmission lines of the waveguide...,"Waveguides; Transmission lines of the waveguide type[1,2006.01]"
5.366594,7.383337,F28F3,Plate-like or laminated elements; Assemblies of...,Plate-like or laminated elements; Assemblies of plate-like or laminated elements  (specially adapted formovement F28F
3.6571531,2.139585,C08L101,Compositions of unspecified macromolecular comp...,"Compositions of unspecified macromolecular compounds[2,2006.01]"
11.133457,2.2350745,A61J15,"Feeding-tubes for therapeutic purposes [1,2006.01]","Feeding-tubes for therapeutic purposes [1,2006.01]"
11.332319,2.2993636,A61B10,"Other methods or instruments for diagnosis, e.g...","Other methods or instruments for diagnosis, e.g. for vaccination diagnosis; Sex determination; Ovulation-period determination; Throat striking implements[1,4,2006.01]Note(s)    [5]  Attention is drawn to group A61F"
12.824887,2.8047206,G02B26,Optical devices or arrangements for the control...,Optical devices or arrangements for the control of light using movable or deformable optical elements  (control of light by modification of the optical propertiesof the media of the elements involved therein G02F
5.404216,1.8578707,C23C24,Coating starting from inorganic powder  (sprayi...,Coating starting from inorganic powder  (spraying of the coating material in molten state C23C
9.88536,4.7532387,B60P7,"Securing or covering of load on vehicles [1,200...","Securing or covering of load on vehicles [1,2006.01]"
10.556849,7.378784,F16D63,Brakes not otherwise provided for; Brakes combi...,Brakes not otherwise provided for; Brakes combining more than one of the types of groups F16D
4.8225594,0.8618403,C01B25,Phosphorus; Compounds thereof  (C01B,Phosphorus; Compounds thereof  (C01B
10.012091,1.3831979,B65H31,"Pile receivers (carriers used for associating, ...","Pile receivers (carriers used for associating, collating, or gathering articles B65H"
-0.6279054,6.0896726,C10M135,Lubricating compositions characterised by the a...,"Lubricating compositions characterised by the additive being an organic non-macromolecular compound containing sulfur, selenium or tellurium[4,2006.01]"
5.7572646,0.19915992,C22B26,"Obtaining alkali, alkaline earth metals or magn...","Obtaining alkali, alkaline earth metals or magnesium[2,2006.01]"
9.655387,3.3989012,A41D1,,
4.429785,3.4927475,D04H13,"Other non-woven fabrics [1,2006.01]","Other non-woven fabrics [1,2006.01]"
6.575578,2.336226,B23K10,"Welding or cutting by means of a plasma [5,2006...","Welding or cutting by means of a plasma [5,2006.01]"
13.144142,2.8519077,G03B13,Viewfinders; Focusing aids for cameras; Means f...,"Viewfinders; Focusing aids for cameras; Means for focusing for cameras; Autofocus systems for cameras[1,5,2006.01,2021.01]"
11.09226,4.338326,A63B102,"Application of clubs, bats, rackets or the like...","Application of clubs, bats, rackets or the like to the sporting activity[2015.01]"
9.791994,2.1258514,B65B57,"Automatic control, checking, warning or safety ...","Automatic control, checking, warning or safety devices (registering wrapping or container-forming material fed from rolls B65B"
4.871658,4.404294,B65H51,Forwarding filamentary material  (stretch-spinn...,Forwarding filamentary material  (stretch-spinning methods D01D
2.8825498,-2.602899,C07D265,Heterocyclic compounds containing six-membered ...,"Heterocyclic compounds containing six-membered rings having one nitrogen atom and one oxygen atomas the only ring hetero atoms [2,2006.01]Note(s)    [2]  Morpholines having only hydrogen atoms attached to the ring carbon atoms are classified in group C07D"
8.7225685,2.191238,A01K1,"Housing animals; Equipment therefor [1,2006.01]","Housing animals; Equipment therefor [1,2006.01]"
9.068787,4.4354157,A47B91,Feet for furniture in general  (castors B60B,Feet for furniture in general  (castors B60B
8.93596,6.478482,B64C27,"Rotorcraft; Rotors peculiar thereto [1,2006.01]","Rotorcraft; Rotors peculiar thereto [1,2006.01]"
15.111788,5.0636544,H04L25,"Baseband systems[1,2006.01]","Baseband systems[1,2006.01]"
14.232234,5.7165017,H04S1,Two-channel systems (H04S,Two-channel systems (H04S
15.097275,4.6690464,H04W92,Interfaces specially adapted for wireless commu...,Interfaces specially adapted for wireless communication networks [2009.01]
9.896779,1.4719855,B65H19,"Changing the web roll[1,4,2006.01]","Changing the web roll[1,4,2006.01]"
8.065839,0.097031124,G01N15,Investigating characteristics of particles; Inv...,"Investigating characteristics of particles; Investigating permeability, pore-volume or surface-area of porous materials  (identification of microorganisms C12Q)[1,4,2006.01]"
13.590641,7.282188,H02M1,TYPES OF CONVERSIONdc to dc,TYPES OF CONVERSIONdc to dc
10.857203,8.250991,H02K11,Structural association of dynamo-electric machi...,"Structural association of dynamo-electric machines with electric components or with devices for shielding, monitoring or protection  (casings, enclosures or supports H02K"
6.026832,8.04491,F25B49,Arrangement or mounting of control or safety de...,"Arrangement or mounting of control or safety devices[1,2006.01]"
14.611367,12.128291,F21Y103,"Elongate light sources, e.g. fluorescent tubes[...","Elongate light sources, e.g. fluorescent tubes[7,2006.01,2016.01]"
10.191901,4.7782907,B62B3,Hand carts having more than one axis carrying t...,"Hand carts having more than one axis carrying transport wheels; Steering devices therefor; Equipment therefor[1,2006.01]"
8.94381,8.799883,F02M63,Other fuel-injection apparatus having pertinent...,Other fuel-injection apparatus having pertinent characteristics not provided for in groups F02M
7.9155173,-0.008407515,C12M1,"Apparatus for enzymology or microbiology[3,2006...","Apparatus for enzymology or microbiology[3,2006.01]Note(s)    [3]  This group covers:•apparatus where microorganisms or enzymes are produced or isolated;•apparatus where the characteristics of microorganisms or enzymes are investigated, e.g. which growth factors are necessary;•apparatus specially adapted to employ microorganisms or enzymes as ""reactants"" or biocatalysts;•apparatus of both the laboratory and industrial scale."
13.774517,5.6813283,H04B3,Line transmission systems  (combined with near-...,Line transmission systems  (combined with near-field transmission systems H04B
5.933612,8.118367,F25B31,"Compressor arrangements [1,2006.01]","Compressor arrangements [1,2006.01]"
-0.61780643,6.080474,C10M125,Lubricating compositions characterised by the a...,"Lubricating compositions characterised by the additive being an inorganic material [4,2006.01]"
8.042697,2.906508,B26D3,Cutting work characterised by the nature of the...,"Cutting work characterised by the nature of the cut made; Apparatus therefor [1,3,2006.01]"
5.966351,5.969385,H01C17,Apparatus or processes specially adapted for ma...,Apparatus or processes specially adapted for manufacturing resistors  (providing fillings for housings or enclosures H01C
3.2140148,1.9755137,C08G73,Macromolecular compounds obtained by reactions ...,"Macromolecular compounds obtained by reactions forming in the main chain of the macromolecule a linkage containing nitrogen, with or without oxygen or carbon, not provided for in groups C08G"
12.043632,3.454089,G09F19,Advertising or display means not otherwise prov...,"Advertising or display means not otherwise providedfor[1,2006.01]"
3.684322,2.8450925,C08B11,"Preparation of cellulose ethers [1,2006.01]","Preparation of cellulose ethers [1,2006.01]"
11.202802,1.1319138,A61C19,Dental auxiliary appliances  (dental chairs or ...,"Dental auxiliary appliances  (dental chairs or accessories therefor, working stands whether or not combined with chairs A61G"
8.482619,7.789108,F01M13,"Crankcase ventilating or breathing [2,2006.01]","Crankcase ventilating or breathing [2,2006.01]"
4.4233418,3.536723,D01D1,,
8.880302,7.8984594,F04D1,For handling specific fluids,For handling specific fluids
2.8773437,-2.6760976,C07D409,Heterocyclic compounds containing two or more h...,"Heterocyclic compounds containing two or more hetero rings, at least one ring having sulfur atoms as the only ring hetero atoms [2,2006.01]"
6.7005982,7.5048723,F01M5,"Heating, cooling, or controlling temperature of...","Heating, cooling, or controlling temperature of lubricant (arrangement of lubricant coolers in engine cooling system F01P"
5.0286064,-3.6423085,A01H1,Processes for modifying genotypes  (A01H,Processes for modifying genotypes  (A01H
6.5899267,0.14390464,B01J3,Processes of utilising sub-atmospheric or super...,"Processes of utilising sub-atmospheric or super-atmospheric pressure to effect chemical or physical change of matter; Apparatus therefor  (pressure vessels for containing or storing compressed, liquefied or solidified gases F17C) [1,2,2006.01]"
2.8861673,-2.8471158,C07D513,Heterocyclic compounds containing in the conden...,"Heterocyclic compounds containing in the condensedsystem at least one hetero ring having nitrogen and sulfur atoms as the only ring hetero atoms, not provided for in groups C07D"
7.634239,7.9172325,F01N9,,
5.471456,1.5445833,C22C5,"Alloys based on noble metals [1,2006.01]","Alloys based on noble metals [1,2006.01]"
4.9834104,2.7286165,B44C5,,
8.087573,0.075405315,B01L9,"Supporting devices; Holding devices [1,2006.01]","Supporting devices; Holding devices [1,2006.01]"
9.789888,3.7578986,A47G9,Bed-covers; Counterpanes; Travelling rugs; Slee...,Bed-covers; Counterpanes; Travelling rugs; Sleepingrugs; Sleeping bags; Pillows  (pillows specially adaptedfor preventing snoring A61F
3.72528,-3.3215303,A61K45,Medicinal preparations containing active ingred...,Medicinal preparations containing active ingredientsnot provided for in groups A61K
11.718912,3.3337548,G02C1,,
2.6824653,-2.9154143,C07D215,Heterocyclic compounds containing quinoline or ...,"Heterocyclic compounds containing quinoline or hydrogenated quinoline ring systems [2,2006.01]"
