x,y,code,name,name_full
5.409455,7.392843,F28F9,Casings; Header boxes; Auxiliary supports for e...,"Casings; Header boxes; Auxiliary supports for elements; Auxiliary members within casings[1,2006.01]"
5.8026776,-2.2368705,A23B4,"General methods for preserving meat, sausages, ...","General methods for preserving meat, sausages, fish or fish products[2,2006.01]"
7.9013715,8.397053,F02P5,Advancing or retarding electric ignition spark;...,"Advancing or retarding electric ignition spark; Control therefor[1,6,2006.01]"
3.0670924,0.6549328,A61L29,Materials for catheters or for coating catheter...,Materials for catheters or for coating catheters  (shape or structure of catheters A61M
11.532801,8.258076,H01F41,Apparatus or processes specially adapted for ma...,"Apparatus or processes specially adapted for manufacturing or assembling magnets, inductances or transformers; Apparatus or processes specially adapted for manufacturing materials characterised by their magnetic properties [1,2006.01]"
5.73495,2.7762678,B29C71,After-treatment of articles without altering th...,After-treatment of articles without altering their shape; Apparatus therefor  (B29C
10.73272,4.907607,B25J18,"Arms[4,2006.01]","Arms[4,2006.01]"
3.1845272,-0.42721775,A61Q17,Barrier preparations; Preparations brought into...,"Barrier preparations; Preparations brought into direct contact with the skin for affording protection against external influences, e.g. sunlight, X-rays or other harmful rays, corrosive materials, bacteria or insect stings[2006.01]"
12.310752,3.1966882,G02F1,Devices or arrangements for the control of the ...,"Devices or arrangements for the control of the intensity, colour, phase, polarisation or direction of light arriving from an independent light source, e.g. switching, gating or modulating; Non-linear optics[1,2,4,2006.01]Note(s)    [2]  This group covers only:•devices or arrangements, e.g. cells, the optical operation of which is modified by changing the optical properties of the medium of the devices or arrangements by the influence or control of physical parameters, e.g. electric fields, electric current, magnetic fields, sound or mechanical vibrations, stress or thermal effects;•devices or arrangements in which the electric or magnetic field component of the light beams influences the optical propertiesof the medium, i.e. non-linear optics;•control of light by electromagnetic waves, e.g. radio waves, or by electrons or other elementary particles."
10.950375,6.986658,F16D48,"External control of clutches [6,2006.01]Note(s)...","External control of clutches [6,2006.01]Note(s)    [6]  This group does not cover actuation, which is covered by groups F16D"
11.984182,-2.0250444,A43B7,Footwear with health or hygienic arrangements[1...,"Footwear with health or hygienic arrangements[1,2006.01]"
7.1319485,-0.028103247,A01K63,"Receptacles for live fish, e.g. aquaria  (keepn...","Receptacles for live fish, e.g. aquaria  (keepnets or other containers for keeping captured fish A01K"
10.333564,4.7570744,B60P3,,
10.043958,2.44166,B65G47,Article or material-handling devices associated...,"Article or material-handling devices associated with conveyors; Methods employing such devices[1,2006.01]"
10.19069,2.554391,B65G1,"Storing articles, individually or in orderly ar...","Storing articles, individually or in orderly arrangement, in warehouses or magazines  (conveyor combinations in warehouses, magazines or workshops B65G"
10.40996,4.395531,E02F3,Dredgers; Soil-shifting machines  (for special ...,Dredgers; Soil-shifting machines  (for special purposesE02F
4.344733,0.7299841,C04B7,"Hydraulic cements[1,2006.01]","Hydraulic cements[1,2006.01]"
14.7235365,4.296378,G01S5,Position-fixing by co-ordinating two or more di...,"Position-fixing by co-ordinating two or more direction or position-line determinations; Position-fixing by co-ordinating two or more distance determinations[1,2,2006.01]"
5.798791,0.26376468,C22B1,,
-0.61877716,6.077379,C10M101,"takesprecedence)[4,2006.01]","takesprecedence)[4,2006.01]"
12.585489,6.7912974,H01F38,Adaptations of transformers or inductances for ...,"Adaptations of transformers or inductances for specific applications or functions [6,2006.01]"
3.0075114,2.038778,C08K5,,
14.445111,12.232166,F21W103,,
12.371576,0.22045223,B60C19,Tyre parts or constructions not otherwise provi...,"Tyre parts or constructions not otherwise provided for[1,2006.01]"
12.729162,2.9792316,G03F9,"Registration or positioning of originals, masks...","Registration or positioning of originals, masks, frames, photographic sheets or textured or patternedsurfaces, e.g. automatically  (G03F"
11.540684,5.452649,G01M1,,
14.126703,4.56725,H04W12,Security arrangements; Authentication; Protecti...,"Security arrangements; Authentication; Protecting privacy or anonymity[2009.01,2021.01]"
12.104599,5.7811522,G01N9,Investigating density or specific gravity of ma...,"Investigating density or specific gravity of materials; Analysing materials by determining density or specific gravity[1,2006.01]"
4.8287272,-2.981468,C12P13,Preparation of nitrogen-containing organic comp...,"Preparation of nitrogen-containing organic compounds[3,2006.01]"
8.414559,1.1124876,B65B55,"Preserving, protecting or purifying packages or...","Preserving, protecting or purifying packages or package contents in association with packaging  (by packaging under special atmospheric or gaseous conditions B65B"
12.673682,4.900493,G08B17,"Fire alarms; Alarms responsive to explosion[1,2...","Fire alarms; Alarms responsive to explosion[1,2006.01]"
5.290047,-0.41749382,C01B3,Hydrogen; Gaseous mixtures containing hydrogen;...,"Hydrogen; Gaseous mixtures containing hydrogen; Separation of hydrogen from mixtures containing it; Purification of hydrogen  (production of water-gas or synthesis gas from solid carbonaceous material C10J)[3,2006.01]"
9.954057,13.156778,H01Q15,"Devices for reflection, refraction, diffraction...","Devices for reflection, refraction, diffraction or polarisation of waves radiated from an antenna, e.g. quasi-optical devices (variable for purpose of altering directivity H01Q"
7.2294273,3.063468,B23B27,Tools for turning or boring machines  (for dril...,Tools for turning or boring machines  (for drilling machines B23B
11.478902,3.62074,A61H23,"Percussion or vibration massage, e.g. using sup...","Percussion or vibration massage, e.g. using supersonic vibration; Suction-vibration massage; Massage with moving diaphragms [1,2006.01]"
12.940634,4.3699694,A63F9,covering the particular game.,covering the particular game.
10.860805,8.225873,H02K7,Arrangements for handling mechanical energy str...,"Arrangements for handling mechanical energy structurally associated with dynamo-electric machines, e.g. structural association with mechanicaldriving motors or auxiliary dynamo-electric machines[1,2006.01]"
11.481043,8.424747,H01F17,"Fixed inductances of the signal type [1,2006.01...","Fixed inductances of the signal type [1,2006.01]2 IPC (2023.01), Section HH01F"
2.8036063,1.8488054,C08F12,Homopolymers or copolymers of compounds having ...,"Homopolymers or copolymers of compounds having one or more unsaturated aliphatic radicals, each having only one carbon-to-carbon double bond, and at least one being terminated by an aromatic carbocyclic ring[2,2006.01]"
7.9064384,8.377146,F02B19,Engines characterised by precombustion chambers...,"Engines characterised by precombustion chambers[1,2006.01]"
2.018685,1.7802504,C08F4,"Polymerisation catalysts [2,2006.01]","Polymerisation catalysts [2,2006.01]"
11.145444,7.9957075,H02K35,"Generators with reciprocating, oscillating or v...","Generators with reciprocating, oscillating or vibrating coil system, magnet, armature or other part of the magnetic circuit  (arrangements for handling mechanical energy structurally associated with generators H02K"
10.198573,6.2788253,B65G27,"Jigging conveyors[1,2006.01]","Jigging conveyors[1,2006.01]"
3.0066977,1.8496494,C07C273,"Preparation of urea or its derivatives, i.e. co...","Preparation of urea or its derivatives, i.e. compoundscontaining any of the groups the nitrogen atomsnot being part of nitro or nitroso groups [5,2006.01]"
7.9885907,3.1326067,B28D7,Accessories specially adapted for use with mach...,"Accessories specially adapted for use with machines or devices of the other groups of this subclass[1,2006.01]"
11.927926,4.7512875,B60Q9,Arrangement or adaptation of signal devices not...,Arrangement or adaptation of signal devices not provided for in one of main groups B60Q
9.400138,0.82192093,B43K7,Ball-point pens (multiple-point writing impleme...,Ball-point pens (multiple-point writing implements B43K
11.9457655,4.6640058,G09B29,Maps (celestial maps G09B,Maps (celestial maps G09B
10.077813,2.6481535,B65G21,Supporting or protective framework or housings ...,"Supporting or protective framework or housings for endless load-carriers or traction elements of belt or chain conveyors[1,2006.01]"
3.4599247,-2.0644433,C07C231,"Preparation of carboxylic acid amides [5,2006.01]","Preparation of carboxylic acid amides [5,2006.01]"
12.779437,2.750464,A61B3,Apparatus for testing the eyes; Instruments for...,"Apparatus for testing the eyes; Instruments for examining the eyes (eye inspection using ultrasonic, sonic or infrasonic waves A61B"
8.7654,0.92212975,B05B9,Spraying apparatus for discharge of liquid or o...,Spraying apparatus for discharge of liquid or other fluent material without essentially mixing with gas orvapour (B05B
7.9092035,8.354251,F02D45,Electrical control not provided for in groups F02D,Electrical control not provided for in groups F02D
14.525243,12.205286,F21Y115,Light-generating elements of semiconductor ligh...,Light-generating elements of semiconductor light sources[2016.01]
2.9901958,2.0154932,C08L93,Compositions of natural resins; Compositions of...,Compositions of natural resins; Compositions of derivatives thereof (of polysaccharides C08L
7.784449,0.8362538,B01F27,Mixers with rotary stirring devices in fixed re...,Mixers with rotary stirring devices in fixed receptacles (magnetic mixers B01F
-0.6357505,6.074541,C10N30,Specified physical or chemical property which i...,"Specified physical or chemical property which is improved by the additive characterising the lubricating composition, e.g. multifunctional additives[4,2006.01]"
7.285342,0.8957669,B02C23,Auxiliary methods or auxiliary devices or acces...,Auxiliary methods or auxiliary devices or accessoriesspecially adapted for crushing or disintegrating not provided for in groups B02C
5.886413,7.31647,F24D17,"Domestic hot-water supply systems[1,2006.01,202...","Domestic hot-water supply systems[1,2006.01,2022.01]"
11.631936,2.5017002,G09B23,"Models for scientific, medical, or mathematical...","Models for scientific, medical, or mathematical purposes, e.g. full-sized device for demonstration purposes (in the nature of toys A63H) [1,2006.01]"
13.958666,6.7815824,H03H11,"Networks using active elements [1,2006.01]","Networks using active elements [1,2006.01]"
6.1626925,3.2439723,B29C53,"Shaping by bending, folding, twisting, straight...","Shaping by bending, folding, twisting, straightening or flattening; Apparatus therefor  (B29C"
3.6299884,-3.1823578,A61P5,,
3.7933488,-3.2389948,C07K5,Peptides having up to four amino acids in a ful...,"Peptides having up to four amino acids in a fully defined sequence; Derivatives thereof [4,2006.01]Note(s)    [6]  In this group, the following expression is used with the meaning indicated:•""first amino acid"" means the first amino acid from the left side, i.e. the N-terminal amino acid, of the peptide sequence."
8.045391,0.11975875,B01L3,"Containers or dishes for laboratory use, e.g. l...","Containers or dishes for laboratory use, e.g. laboratory glassware; Droppers [1,2006.01]Note(s)    [2023.01]  Petri dishes for enzymology or microbiology are classified in group C12M"
14.730539,11.980135,F21S8,Lighting devices intended for fixed installatio...,Lighting devices intended for fixed installation  (F21S
3.5098093,-1.7556195,C07C43,"Ethers; Compounds having   groups, groups or  g...","Ethers; Compounds having   groups, groups or  groups[1,2006.01]"
12.665433,6.10772,H04R31,Apparatus or processes specially adapted for th...,"Apparatus or processes specially adapted for the manufacture of transducers or diaphragms therefor[1,2006.01]IPC (2023.01), Section H 3"
11.919855,6.0332074,G01L19,"Details of, or accessories for, apparatus for m...","Details of, or accessories for, apparatus for measuring steady or quasi-steady pressure of a fluentmedium insofar as such details or accessories are not special to particular types of pressure gauges[1,2006.01]"
12.644904,4.6481204,G05B13,"Adaptive control systems, i.e. systems automati...","Adaptive control systems, i.e. systems automatically adjusting themselves to have a performance which is optimum according to some preassigned criterion  (G05B"
6.0728106,3.0487733,B29C44,Shaping by internal pressure generated in the m...,"Shaping by internal pressure generated in the material, e.g. swelling or foaming [6,2006.01]"
2.8226306,1.8342524,C09J4,Adhesives based on organic non-macromolecular c...,"Adhesives based on organic non-macromolecular compounds having at least one polymerisable carbon-to-carbon unsaturated bond [5,2006.01]"
8.465322,1.7356054,A47K13,"Seats or covers for all kinds of closets [1,200...","Seats or covers for all kinds of closets [1,2006.01]"
8.657675,4.9447985,E01C11,"Details of pavings[1,2006.01]","Details of pavings[1,2006.01]"
9.884893,4.4595127,B64D11,Passenger or crew accommodation; Flight-deck in...,"Passenger or crew accommodation; Flight-deck installations not otherwise provided for [1,2006.01]"
6.0660357,1.9268478,C25C3,"Electrolytic production, recovery or refining o...","Electrolytic production, recovery or refining of metals by electrolysis of melts  (C25C"
6.6620393,3.351056,B21D53,Making other particular articles  (making chain...,"Making other particular articles  (making chains or chain parts B21L)[1,2006.01]"
11.495938,8.410391,H01F30,Fixed transformers not covered by group H01F,Fixed transformers not covered by group H01F
5.4641514,1.8770914,C04B38,"Porous mortars, concrete, artificial stone or c...","Porous mortars, concrete, artificial stone or ceramic ware; Preparation thereof  (treating slag with gases or gas generating material C04B"
8.899077,6.164455,B64C23,"Influencing air flow over aircraft surfaces, no...","Influencing air flow over aircraft surfaces, not otherwise provided for[1,2006.01]"
3.0497797,0.6420556,A61L26,"Chemical aspects of, or use of materials for, l...","Chemical aspects of, or use of materials for, liquid bandages[7,2006.01]Note(s)    [7]  When classifying in group A61L"
4.8677273,4.3965883,D01H13,"Other common constructional features, details o...","Other common constructional features, details or accessories[1,5,2006.01]"
12.024334,3.316869,G02C11,Non-optical adjuncts; Attachment thereof  (G02C,Non-optical adjuncts; Attachment thereof  (G02C
10.375263,4.5812254,B66C15,"Safety gear (for rope, cable, or chain winding ...","Safety gear (for rope, cable, or chain winding mechanisms B66D"
9.31375,6.368887,B63H20,"Outboard propulsion units, e.g. outboard motors...","Outboard propulsion units, e.g. outboard motors or Z-drives; Arrangements thereof on vessels[6,2006.01]"
8.21639,0.9384201,A61L2,Methods or apparatus for disinfecting or steril...,Methods or apparatus for disinfecting or sterilising materials or objects other than foodstuffs or contact lenses; Accessories therefor  (atomisers for disinfecting agents A61M; sterilisation of packages or package contents in association with packaging B65B
5.1101093,-2.0075455,C11C3,"Fats, oils or fatty acids obtained by chemical ...","Fats, oils or fatty acids obtained by chemical modificationof fats, oils or fatty acids, e.g. by ozonolysis (sulfonated fats or oils C07C"
5.4144254,-2.6724508,A23K50,Feeding-stuffs specially adapted for particular...,Feeding-stuffs specially adapted for particular animals[2016.01]
5.8371277,7.2319865,F22B1,,
8.218625,-0.67716825,A01G24,Growth substrates; Culture media; Apparatus or ...,Growth substrates; Culture media; Apparatus or methods therefor (for mushrooms A01G
6.042889,5.7437334,H01C1,MANUFACTURE,MANUFACTURE
3.0287676,-2.5820823,C07D213,Heterocyclic compounds containing six-membered ...,"Heterocyclic compounds containing six-membered rings, not condensed with other rings, with one nitrogen atom as the only ring hetero atom and threeor more double bonds between ring members or between ring members and non-ring members[2,2006.01]"
6.623389,3.2588327,B21D37,Tools as parts of machines covered by this subc...,"Tools as parts of machines covered by this subclass  (forms or constructions of tools uniquely adapted for particular operations, see in the relevant groups for the operations)[1,2006.01]"
9.817328,1.2211249,B65H37,Article or web delivery apparatus incorporating...,Article or web delivery apparatus incorporating devices for performing specified auxiliary operations(incorporating cutting or line-perforating devices B65H
6.428334,7.2627845,F25D11,or F25D,or F25D
9.847536,13.0453415,H01P3,Waveguides; Transmission lines of the waveguide...,"Waveguides; Transmission lines of the waveguide type[1,2006.01]"
5.38556,7.3763566,F28F3,Plate-like or laminated elements; Assemblies of...,Plate-like or laminated elements; Assemblies of plate-like or laminated elements  (specially adapted formovement F28F
3.4688308,2.127021,C08L101,Compositions of unspecified macromolecular comp...,"Compositions of unspecified macromolecular compounds[2,2006.01]"
11.229497,2.2075994,A61B10,"Other methods or instruments for diagnosis, e.g...","Other methods or instruments for diagnosis, e.g. for vaccination diagnosis; Sex determination; Ovulation-period determination; Throat striking implements[1,4,2006.01]Note(s)    [5]  Attention is drawn to group A61F"
6.3674326,3.5558915,F16J12,Pressure vessels in general  (covers therefor F16J,Pressure vessels in general  (covers therefor F16J
12.877658,2.8068495,G02B26,Optical devices or arrangements for the control...,Optical devices or arrangements for the control of light using movable or deformable optical elements  (control of light by modification of the optical propertiesof the media of the elements involved therein G02F
5.375197,1.8919086,C23C24,Coating starting from inorganic powder  (sprayi...,Coating starting from inorganic powder  (spraying of the coating material in molten state C23C
10.058063,4.72187,B60P7,"Securing or covering of load on vehicles [1,200...","Securing or covering of load on vehicles [1,2006.01]"
10.50478,7.2124677,F16D63,Brakes not otherwise provided for; Brakes combi...,Brakes not otherwise provided for; Brakes combining more than one of the types of groups F16D
4.862336,0.8097163,C01B25,Phosphorus; Compounds thereof  (C01B,Phosphorus; Compounds thereof  (C01B
10.032649,1.4506602,B65H31,"Pile receivers (carriers used for associating, ...","Pile receivers (carriers used for associating, collating, or gathering articles B65H"
-0.6284969,6.085321,C10M135,Lubricating compositions characterised by the a...,"Lubricating compositions characterised by the additive being an organic non-macromolecular compound containing sulfur, selenium or tellurium[4,2006.01]"
5.7539935,0.22366679,C22B26,"Obtaining alkali, alkaline earth metals or magn...","Obtaining alkali, alkaline earth metals or magnesium[2,2006.01]"
5.774018,-2.3401442,A23L23,Soups; Sauces (soya sauce A23L,Soups; Sauces (soya sauce A23L
9.618851,3.3243062,A41D1,,
13.205796,2.7417781,G03B13,Viewfinders; Focusing aids for cameras; Means f...,"Viewfinders; Focusing aids for cameras; Means for focusing for cameras; Autofocus systems for cameras[1,5,2006.01,2021.01]"
10.772492,4.519581,A63B102,"Application of clubs, bats, rackets or the like...","Application of clubs, bats, rackets or the like to the sporting activity[2015.01]"
9.771852,2.1447144,B65B57,"Automatic control, checking, warning or safety ...","Automatic control, checking, warning or safety devices (registering wrapping or container-forming material fed from rolls B65B"
3.2231362,-2.1397543,C07D265,Heterocyclic compounds containing six-membered ...,"Heterocyclic compounds containing six-membered rings having one nitrogen atom and one oxygen atomas the only ring hetero atoms [2,2006.01]Note(s)    [2]  Morpholines having only hydrogen atoms attached to the ring carbon atoms are classified in group C07D"
8.740143,2.1667385,A01K1,"Housing animals; Equipment therefor [1,2006.01]","Housing animals; Equipment therefor [1,2006.01]"
8.96609,6.46495,B64C27,"Rotorcraft; Rotors peculiar thereto [1,2006.01]","Rotorcraft; Rotors peculiar thereto [1,2006.01]"
14.989732,5.0349493,H04L25,"Baseband systems[1,2006.01]","Baseband systems[1,2006.01]"
14.229824,5.7763333,H04S1,Two-channel systems (H04S,Two-channel systems (H04S
15.2233715,4.79508,H04W92,Interfaces specially adapted for wireless commu...,Interfaces specially adapted for wireless communication networks [2009.01]
9.816606,1.6213062,B65H19,"Changing the web roll[1,4,2006.01]","Changing the web roll[1,4,2006.01]"
8.0931015,0.10468881,G01N15,Investigating characteristics of particles; Inv...,"Investigating characteristics of particles; Investigating permeability, pore-volume or surface-area of porous materials  (identification of microorganisms C12Q)[1,4,2006.01]"
13.596367,7.281234,H02M1,TYPES OF CONVERSIONdc to dc,TYPES OF CONVERSIONdc to dc
10.864045,8.310532,H02K11,Structural association of dynamo-electric machi...,"Structural association of dynamo-electric machines with electric components or with devices for shielding, monitoring or protection  (casings, enclosures or supports H02K"
6.0482097,8.003162,F25B49,Arrangement or mounting of control or safety de...,"Arrangement or mounting of control or safety devices[1,2006.01]"
14.692164,12.1061535,F21Y103,"Elongate light sources, e.g. fluorescent tubes[...","Elongate light sources, e.g. fluorescent tubes[7,2006.01,2016.01]"
10.224766,4.764093,B62B3,Hand carts having more than one axis carrying t...,"Hand carts having more than one axis carrying transport wheels; Steering devices therefor; Equipment therefor[1,2006.01]"
7.9783087,0.079754554,C12M1,"Apparatus for enzymology or microbiology[3,2006...","Apparatus for enzymology or microbiology[3,2006.01]Note(s)    [3]  This group covers:•apparatus where microorganisms or enzymes are produced or isolated;•apparatus where the characteristics of microorganisms or enzymes are investigated, e.g. which growth factors are necessary;•apparatus specially adapted to employ microorganisms or enzymes as ""reactants"" or biocatalysts;•apparatus of both the laboratory and industrial scale."
13.646588,5.581662,H04B3,Line transmission systems  (combined with near-...,Line transmission systems  (combined with near-field transmission systems H04B
6.034738,8.027093,F25B31,"Compressor arrangements [1,2006.01]","Compressor arrangements [1,2006.01]"
8.013606,3.0007792,B26D3,Cutting work characterised by the nature of the...,"Cutting work characterised by the nature of the cut made; Apparatus therefor [1,3,2006.01]"
6.025232,5.6886716,H01C17,Apparatus or processes specially adapted for ma...,Apparatus or processes specially adapted for manufacturing resistors  (providing fillings for housings or enclosures H01C
3.098407,-1.8848476,C07C22,Cyclic compounds containing halogen atoms bound...,"Cyclic compounds containing halogen atoms bound to an acyclic carbon atom [5,2006.01]"
3.1501517,1.9765074,C08G73,Macromolecular compounds obtained by reactions ...,"Macromolecular compounds obtained by reactions forming in the main chain of the macromolecule a linkage containing nitrogen, with or without oxygen or carbon, not provided for in groups C08G"
12.227,3.3026428,G09F19,Advertising or display means not otherwise prov...,"Advertising or display means not otherwise providedfor[1,2006.01]"
3.6631677,2.8240678,C08B11,"Preparation of cellulose ethers [1,2006.01]","Preparation of cellulose ethers [1,2006.01]"
11.1844225,1.1164112,A61C19,Dental auxiliary appliances  (dental chairs or ...,"Dental auxiliary appliances  (dental chairs or accessories therefor, working stands whether or not combined with chairs A61G"
8.09829,7.8638105,F01M13,"Crankcase ventilating or breathing [2,2006.01]","Crankcase ventilating or breathing [2,2006.01]"
4.285354,3.4580426,D01D1,,
8.823607,7.8353286,F04D1,For handling specific fluids,For handling specific fluids
2.834731,-1.9129353,C07D409,Heterocyclic compounds containing two or more h...,"Heterocyclic compounds containing two or more hetero rings, at least one ring having sulfur atoms as the only ring hetero atoms [2,2006.01]"
5.0510826,-3.637698,A01H1,Processes for modifying genotypes  (A01H,Processes for modifying genotypes  (A01H
4.8345222,0.8490208,B01J3,Processes of utilising sub-atmospheric or super...,"Processes of utilising sub-atmospheric or super-atmospheric pressure to effect chemical or physical change of matter; Apparatus therefor  (pressure vessels for containing or storing compressed, liquefied or solidified gases F17C) [1,2,2006.01]"
2.6818216,-2.897014,C07D513,Heterocyclic compounds containing in the conden...,"Heterocyclic compounds containing in the condensedsystem at least one hetero ring having nitrogen and sulfur atoms as the only ring hetero atoms, not provided for in groups C07D"
5.296157,-0.3218558,C01B6,Hydrides of metals; Monoborane or diborane; Add...,"Hydrides of metals; Monoborane or diborane; Addition complexes thereof [1,2,2006.01]"
7.638738,7.9387426,F01N9,,
5.6216793,1.3026218,C22C5,"Alloys based on noble metals [1,2006.01]","Alloys based on noble metals [1,2006.01]"
4.960034,2.7249954,B44C5,,
8.070105,0.04768775,B01L9,"Supporting devices; Holding devices [1,2006.01]","Supporting devices; Holding devices [1,2006.01]"
9.70676,3.712879,A47G9,Bed-covers; Counterpanes; Travelling rugs; Slee...,Bed-covers; Counterpanes; Travelling rugs; Sleepingrugs; Sleeping bags; Pillows  (pillows specially adaptedfor preventing snoring A61F
3.7135677,-3.24032,A61K45,Medicinal preparations containing active ingred...,Medicinal preparations containing active ingredientsnot provided for in groups A61K
13.108517,3.092897,H04N23,Cameras or camera modules comprising electronic...,Cameras or camera modules comprising electronic image sensors; Control thereof [2023.01]
11.710871,3.272725,G02C1,,
