x,y,code,name,name_full
12.364485,4.690943,B66B3,Applications of devices for indicating or signa...,"Applications of devices for indicating or signalling operating conditions of elevators[1,2006.01]"
9.071314,3.115811,A47J47,"Kitchen containers, stands or the like, not pro...","Kitchen containers, stands or the like, not provided for in other groups of this subclass; Cutting-boards, e.g. for bread[1,2006.01]"
3.31159,-2.020909,C07D307,Heterocyclic compounds containing five-membered...,"Heterocyclic compounds containing five-membered rings having one oxygen atom as the only ring heteroatom[2,2006.01]"
12.781323,7.0987377,B60L1,SAFETY ARRANGEMENTS,SAFETY ARRANGEMENTS
5.9892507,6.405093,H05B3,"Ohmic-resistance heating [1,2006.01]","Ohmic-resistance heating [1,2006.01]"
12.609031,3.913728,G16H20,,
5.333076,1.9479264,C03C1,Ingredients generally applicable to manufacture...,"Ingredients generally applicable to manufacture of glasses, glazes or vitreous enamels [1,2006.01]"
3.2088597,1.8708742,B01F17,,
5.3889346,7.389072,F28F9,Casings; Header boxes; Auxiliary supports for e...,"Casings; Header boxes; Auxiliary supports for elements; Auxiliary members within casings[1,2006.01]"
10.110145,2.7780046,B66B23,Component parts of escalators or moving walkway...,"Component parts of escalators or moving walkways[4,2006.01]"
10.112164,2.6339636,B65G39,"Rollers, e.g. drive rollers, or arrangements th...","Rollers, e.g. drive rollers, or arrangements thereof incorporated in roller-ways or other types of mechanical conveyors (driving gear for rollers of roller-ways B65G"
5.9287868,-2.1052768,A23B4,"General methods for preserving meat, sausages, ...","General methods for preserving meat, sausages, fish or fish products[2,2006.01]"
7.9048004,8.371587,F02P5,Advancing or retarding electric ignition spark;...,"Advancing or retarding electric ignition spark; Control therefor[1,6,2006.01]"
3.0563254,0.65577966,A61L29,Materials for catheters or for coating catheter...,Materials for catheters or for coating catheters  (shape or structure of catheters A61M
11.48436,8.274566,H01F41,Apparatus or processes specially adapted for ma...,"Apparatus or processes specially adapted for manufacturing or assembling magnets, inductances or transformers; Apparatus or processes specially adapted for manufacturing materials characterised by their magnetic properties [1,2006.01]"
10.678474,4.914982,B25J18,"Arms[4,2006.01]","Arms[4,2006.01]"
3.178501,-0.40051052,A61Q17,Barrier preparations; Preparations brought into...,"Barrier preparations; Preparations brought into direct contact with the skin for affording protection against external influences, e.g. sunlight, X-rays or other harmful rays, corrosive materials, bacteria or insect stings[2006.01]"
12.239286,3.2319448,G02F1,Devices or arrangements for the control of the ...,"Devices or arrangements for the control of the intensity, colour, phase, polarisation or direction of light arriving from an independent light source, e.g. switching, gating or modulating; Non-linear optics[1,2,4,2006.01]Note(s)    [2]  This group covers only:•devices or arrangements, e.g. cells, the optical operation of which is modified by changing the optical properties of the medium of the devices or arrangements by the influence or control of physical parameters, e.g. electric fields, electric current, magnetic fields, sound or mechanical vibrations, stress or thermal effects;•devices or arrangements in which the electric or magnetic field component of the light beams influences the optical propertiesof the medium, i.e. non-linear optics;•control of light by electromagnetic waves, e.g. radio waves, or by electrons or other elementary particles."
10.919426,6.989117,F16D48,"External control of clutches [6,2006.01]Note(s)...","External control of clutches [6,2006.01]Note(s)    [6]  This group does not cover actuation, which is covered by groups F16D"
11.995328,-2.034802,A43B7,Footwear with health or hygienic arrangements[1...,"Footwear with health or hygienic arrangements[1,2006.01]"
10.008274,4.856081,B60P3,,
10.055648,2.4578266,B65G47,Article or material-handling devices associated...,"Article or material-handling devices associated with conveyors; Methods employing such devices[1,2006.01]"
2.4816034,2.0988736,C08L31,Compositions of homopolymers or copolymers of c...,"Compositions of homopolymers or copolymers of compounds having one or more unsaturated aliphatic radicals, each having only one carbon-to-carbon double bond, and at least one being terminated by an acyloxy radical of a saturated carboxylic acid, of carbonic acid, or of a haloformic acid (of hydrolysed polymers C08L"
10.206656,2.5623636,B65G1,"Storing articles, individually or in orderly ar...","Storing articles, individually or in orderly arrangement, in warehouses or magazines  (conveyor combinations in warehouses, magazines or workshops B65G"
10.488217,4.321636,E02F3,Dredgers; Soil-shifting machines  (for special ...,Dredgers; Soil-shifting machines  (for special purposesE02F
5.986536,0.18803062,C04B7,"Hydraulic cements[1,2006.01]","Hydraulic cements[1,2006.01]"
14.755084,4.318152,G01S5,Position-fixing by co-ordinating two or more di...,"Position-fixing by co-ordinating two or more direction or position-line determinations; Position-fixing by co-ordinating two or more distance determinations[1,2,2006.01]"
5.826638,0.34969768,C22B1,,
-0.62421286,6.088834,C10M101,"takesprecedence)[4,2006.01]","takesprecedence)[4,2006.01]"
11.6666,8.296485,H01F38,Adaptations of transformers or inductances for ...,"Adaptations of transformers or inductances for specific applications or functions [6,2006.01]"
3.0263166,2.0090685,C08K5,,
14.458888,12.238363,F21W103,,
12.368979,0.237337,B60C19,Tyre parts or constructions not otherwise provi...,"Tyre parts or constructions not otherwise provided for[1,2006.01]"
12.734271,3.182036,G03F9,"Registration or positioning of originals, masks...","Registration or positioning of originals, masks, frames, photographic sheets or textured or patternedsurfaces, e.g. automatically  (G03F"
12.415907,0.32278985,B60B1,Spoked wheels; Spokes thereof  (non-metallic B60B,Spoked wheels; Spokes thereof  (non-metallic B60B
11.307437,5.746115,G01M1,,
14.120925,4.5667543,H04W12,Security arrangements; Authentication; Protecti...,"Security arrangements; Authentication; Protecting privacy or anonymity[2009.01,2021.01]"
11.821744,5.8457913,G01N9,Investigating density or specific gravity of ma...,"Investigating density or specific gravity of materials; Analysing materials by determining density or specific gravity[1,2006.01]"
4.827585,-2.9518628,C12P13,Preparation of nitrogen-containing organic comp...,"Preparation of nitrogen-containing organic compounds[3,2006.01]"
8.569673,1.1558498,B65B55,"Preserving, protecting or purifying packages or...","Preserving, protecting or purifying packages or package contents in association with packaging  (by packaging under special atmospheric or gaseous conditions B65B"
12.8011465,4.942745,G08B17,"Fire alarms; Alarms responsive to explosion[1,2...","Fire alarms; Alarms responsive to explosion[1,2006.01]"
5.165381,-0.53129137,C01B3,Hydrogen; Gaseous mixtures containing hydrogen;...,"Hydrogen; Gaseous mixtures containing hydrogen; Separation of hydrogen from mixtures containing it; Purification of hydrogen  (production of water-gas or synthesis gas from solid carbonaceous material C10J)[3,2006.01]"
9.907008,13.111645,H01Q15,"Devices for reflection, refraction, diffraction...","Devices for reflection, refraction, diffraction or polarisation of waves radiated from an antenna, e.g. quasi-optical devices (variable for purpose of altering directivity H01Q"
7.266088,3.071249,B23B27,Tools for turning or boring machines  (for dril...,Tools for turning or boring machines  (for drilling machines B23B
13.074269,4.9113693,G08C23,"Non-electric signal transmission systems, e.g. ...","Non-electric signal transmission systems, e.g. optical systems[1,2006.01]"
11.50346,3.581533,A61H23,"Percussion or vibration massage, e.g. using sup...","Percussion or vibration massage, e.g. using supersonic vibration; Suction-vibration massage; Massage with moving diaphragms [1,2006.01]"
12.808451,4.336882,A63F9,covering the particular game.,covering the particular game.
10.815767,8.236898,H02K7,Arrangements for handling mechanical energy str...,"Arrangements for handling mechanical energy structurally associated with dynamo-electric machines, e.g. structural association with mechanicaldriving motors or auxiliary dynamo-electric machines[1,2006.01]"
11.484604,8.442927,H01F17,"Fixed inductances of the signal type [1,2006.01...","Fixed inductances of the signal type [1,2006.01]2 IPC (2023.01), Section HH01F"
3.1340444,-1.5967644,C08F12,Homopolymers or copolymers of compounds having ...,"Homopolymers or copolymers of compounds having one or more unsaturated aliphatic radicals, each having only one carbon-to-carbon double bond, and at least one being terminated by an aromatic carbocyclic ring[2,2006.01]"
8.0044775,8.1921625,F02B19,Engines characterised by precombustion chambers...,"Engines characterised by precombustion chambers[1,2006.01]"
1.963262,1.7534267,C08F4,"Polymerisation catalysts [2,2006.01]","Polymerisation catalysts [2,2006.01]"
6.1585155,-0.20594111,C07C273,"Preparation of urea or its derivatives, i.e. co...","Preparation of urea or its derivatives, i.e. compoundscontaining any of the groups the nitrogen atomsnot being part of nitro or nitroso groups [5,2006.01]"
7.7686615,3.0461779,B28D7,Accessories specially adapted for use with mach...,"Accessories specially adapted for use with machines or devices of the other groups of this subclass[1,2006.01]"
5.6064496,-2.3470128,A23L21,"Marmalades, jams, jellies or the like; Products...","Marmalades, jams, jellies or the like; Products from apiculture; Preparation or treatment thereof[2016.01]"
11.894225,4.79378,B60Q9,Arrangement or adaptation of signal devices not...,Arrangement or adaptation of signal devices not provided for in one of main groups B60Q
12.013267,4.62346,G09B29,Maps (celestial maps G09B,Maps (celestial maps G09B
10.096903,2.6567278,B65G21,Supporting or protective framework or housings ...,"Supporting or protective framework or housings for endless load-carriers or traction elements of belt or chain conveyors[1,2006.01]"
7.03672,7.439169,F02B63,"Adaptations of engines for driving pumps, hand-...","Adaptations of engines for driving pumps, hand-heldtools orelectric generators; Portable combinations ofengines with engine-driven devices  (of rotary-piston oroscillating-piston engines F02B"
3.5232644,-1.9960445,C07C231,"Preparation of carboxylic acid amides [5,2006.01]","Preparation of carboxylic acid amides [5,2006.01]"
12.880898,2.8551102,A61B3,Apparatus for testing the eyes; Instruments for...,"Apparatus for testing the eyes; Instruments for examining the eyes (eye inspection using ultrasonic, sonic or infrasonic waves A61B"
8.820243,1.1139086,B05B9,Spraying apparatus for discharge of liquid or o...,Spraying apparatus for discharge of liquid or other fluent material without essentially mixing with gas orvapour (B05B
7.917059,8.334544,F02D45,Electrical control not provided for in groups F02D,Electrical control not provided for in groups F02D
14.583291,12.165739,F21Y115,Light-generating elements of semiconductor ligh...,Light-generating elements of semiconductor light sources[2016.01]
-0.62747145,6.088606,C10N30,Specified physical or chemical property which i...,"Specified physical or chemical property which is improved by the additive characterising the lubricating composition, e.g. multifunctional additives[4,2006.01]"
7.5269413,0.8964536,B02C23,Auxiliary methods or auxiliary devices or acces...,Auxiliary methods or auxiliary devices or accessoriesspecially adapted for crushing or disintegrating not provided for in groups B02C
9.887234,4.7013206,A47B21,Tables or desks specially adapted for use at in...,"Tables or desks specially adapted for use at individual computer workstations, e.g. for word processing or other manual data entry; Tables or desks specially adapted for typing; Auxiliary devices for attachment to such tables or desks  (mouse pads per se G06F"
11.63729,2.5519383,G09B23,"Models for scientific, medical, or mathematical...","Models for scientific, medical, or mathematical purposes, e.g. full-sized device for demonstration purposes (in the nature of toys A63H) [1,2006.01]"
13.883895,6.810312,H03H11,"Networks using active elements [1,2006.01]","Networks using active elements [1,2006.01]"
6.177047,3.2440639,B29C53,"Shaping by bending, folding, twisting, straight...","Shaping by bending, folding, twisting, straightening or flattening; Apparatus therefor  (B29C"
3.6685085,-3.2155037,A61P5,,
3.7169518,-3.2437556,C07K5,Peptides having up to four amino acids in a ful...,"Peptides having up to four amino acids in a fully defined sequence; Derivatives thereof [4,2006.01]Note(s)    [6]  In this group, the following expression is used with the meaning indicated:•""first amino acid"" means the first amino acid from the left side, i.e. the N-terminal amino acid, of the peptide sequence."
8.077307,0.09527369,B01L3,"Containers or dishes for laboratory use, e.g. l...","Containers or dishes for laboratory use, e.g. laboratory glassware; Droppers [1,2006.01]Note(s)    [2023.01]  Petri dishes for enzymology or microbiology are classified in group C12M"
14.692324,11.948484,F21S8,Lighting devices intended for fixed installatio...,Lighting devices intended for fixed installation  (F21S
3.551397,-1.6257286,C07C43,"Ethers; Compounds having   groups, groups or  g...","Ethers; Compounds having   groups, groups or  groups[1,2006.01]"
12.726221,6.129015,H04R31,Apparatus or processes specially adapted for th...,"Apparatus or processes specially adapted for the manufacture of transducers or diaphragms therefor[1,2006.01]IPC (2023.01), Section H 3"
11.871815,6.0508385,G01L19,"Details of, or accessories for, apparatus for m...","Details of, or accessories for, apparatus for measuring steady or quasi-steady pressure of a fluentmedium insofar as such details or accessories are not special to particular types of pressure gauges[1,2006.01]"
12.594958,4.681193,G05B13,"Adaptive control systems, i.e. systems automati...","Adaptive control systems, i.e. systems automatically adjusting themselves to have a performance which is optimum according to some preassigned criterion  (G05B"
5.999096,3.0251985,B29C44,Shaping by internal pressure generated in the m...,"Shaping by internal pressure generated in the material, e.g. swelling or foaming [6,2006.01]"
8.535497,1.8204504,A47K13,"Seats or covers for all kinds of closets [1,200...","Seats or covers for all kinds of closets [1,2006.01]"
2.9008844,2.391827,C09J4,Adhesives based on organic non-macromolecular c...,"Adhesives based on organic non-macromolecular compounds having at least one polymerisable carbon-to-carbon unsaturated bond [5,2006.01]"
8.688383,4.952033,E01C11,"Details of pavings[1,2006.01]","Details of pavings[1,2006.01]"
9.88801,4.485894,B64D11,Passenger or crew accommodation; Flight-deck in...,"Passenger or crew accommodation; Flight-deck installations not otherwise provided for [1,2006.01]"
6.668059,3.3310459,B21D53,Making other particular articles  (making chain...,"Making other particular articles  (making chains or chain parts B21L)[1,2006.01]"
11.496263,8.467968,H01F30,Fixed transformers not covered by group H01F,Fixed transformers not covered by group H01F
5.6845813,1.9244605,C04B38,"Porous mortars, concrete, artificial stone or c...","Porous mortars, concrete, artificial stone or ceramic ware; Preparation thereof  (treating slag with gases or gas generating material C04B"
3.0570228,0.6387644,A61L26,"Chemical aspects of, or use of materials for, l...","Chemical aspects of, or use of materials for, liquid bandages[7,2006.01]Note(s)    [7]  When classifying in group A61L"
8.821138,6.3005223,B64C23,"Influencing air flow over aircraft surfaces, no...","Influencing air flow over aircraft surfaces, not otherwise provided for[1,2006.01]"
11.916508,3.3949854,G02C11,Non-optical adjuncts; Attachment thereof  (G02C,Non-optical adjuncts; Attachment thereof  (G02C
9.354588,6.389654,B63H20,"Outboard propulsion units, e.g. outboard motors...","Outboard propulsion units, e.g. outboard motors or Z-drives; Arrangements thereof on vessels[6,2006.01]"
8.247552,0.91791373,A61L2,Methods or apparatus for disinfecting or steril...,Methods or apparatus for disinfecting or sterilising materials or objects other than foodstuffs or contact lenses; Accessories therefor  (atomisers for disinfecting agents A61M; sterilisation of packages or package contents in association with packaging B65B
5.0689373,-1.9783083,C11C3,"Fats, oils or fatty acids obtained by chemical ...","Fats, oils or fatty acids obtained by chemical modificationof fats, oils or fatty acids, e.g. by ozonolysis (sulfonated fats or oils C07C"
5.360965,-2.7413898,A23K50,Feeding-stuffs specially adapted for particular...,Feeding-stuffs specially adapted for particular animals[2016.01]
5.821475,7.1951785,F22B1,,
6.104412,5.598967,H01C1,MANUFACTURE,MANUFACTURE
9.660413,2.1323297,B31D5,Multiple-step processes for making three-dimens...,"Multiple-step processes for making three-dimensional articles[1,2006.01,2017.01]"
2.9708867,-2.6388113,C07D213,Heterocyclic compounds containing six-membered ...,"Heterocyclic compounds containing six-membered rings, not condensed with other rings, with one nitrogen atom as the only ring hetero atom and threeor more double bonds between ring members or between ring members and non-ring members[2,2006.01]"
6.6877685,3.250075,B21D37,Tools as parts of machines covered by this subc...,"Tools as parts of machines covered by this subclass  (forms or constructions of tools uniquely adapted for particular operations, see in the relevant groups for the operations)[1,2006.01]"
6.393726,7.266625,F25D11,or F25D,or F25D
9.805721,12.999129,H01P3,Waveguides; Transmission lines of the waveguide...,"Waveguides; Transmission lines of the waveguide type[1,2006.01]"
5.38948,7.3640585,F28F3,Plate-like or laminated elements; Assemblies of...,Plate-like or laminated elements; Assemblies of plate-like or laminated elements  (specially adapted formovement F28F
3.2996237,2.1231985,C08L101,Compositions of unspecified macromolecular comp...,"Compositions of unspecified macromolecular compounds[2,2006.01]"
8.875573,5.058902,E01D19,"Details of bridges[1,2006.01]","Details of bridges[1,2006.01]"
11.216967,2.221497,A61J15,"Feeding-tubes for therapeutic purposes [1,2006.01]","Feeding-tubes for therapeutic purposes [1,2006.01]"
11.330709,2.2038605,A61B10,"Other methods or instruments for diagnosis, e.g...","Other methods or instruments for diagnosis, e.g. for vaccination diagnosis; Sex determination; Ovulation-period determination; Throat striking implements[1,4,2006.01]Note(s)    [5]  Attention is drawn to group A61F"
12.839881,2.7788157,G02B26,Optical devices or arrangements for the control...,Optical devices or arrangements for the control of light using movable or deformable optical elements  (control of light by modification of the optical propertiesof the media of the elements involved therein G02F
5.353207,1.8604947,C23C24,Coating starting from inorganic powder  (sprayi...,Coating starting from inorganic powder  (spraying of the coating material in molten state C23C
10.000967,4.8867054,B60P7,"Securing or covering of load on vehicles [1,200...","Securing or covering of load on vehicles [1,2006.01]"
4.8814583,0.8536179,C01B25,Phosphorus; Compounds thereof  (C01B,Phosphorus; Compounds thereof  (C01B
10.044279,1.444323,B65H31,"Pile receivers (carriers used for associating, ...","Pile receivers (carriers used for associating, collating, or gathering articles B65H"
-0.62300026,6.0506377,C10M135,Lubricating compositions characterised by the a...,"Lubricating compositions characterised by the additive being an organic non-macromolecular compound containing sulfur, selenium or tellurium[4,2006.01]"
5.724942,0.21880399,C22B26,"Obtaining alkali, alkaline earth metals or magn...","Obtaining alkali, alkaline earth metals or magnesium[2,2006.01]"
9.655967,3.3958416,A41D1,,
6.63082,2.3464112,B23K10,"Welding or cutting by means of a plasma [5,2006...","Welding or cutting by means of a plasma [5,2006.01]"
13.195854,2.815732,G03B13,Viewfinders; Focusing aids for cameras; Means f...,"Viewfinders; Focusing aids for cameras; Means for focusing for cameras; Autofocus systems for cameras[1,5,2006.01,2021.01]"
9.838288,2.1550648,B65B57,"Automatic control, checking, warning or safety ...","Automatic control, checking, warning or safety devices (registering wrapping or container-forming material fed from rolls B65B"
4.8757358,4.426568,B65H51,Forwarding filamentary material  (stretch-spinn...,Forwarding filamentary material  (stretch-spinning methods D01D
3.435952,-3.0558252,C07D265,Heterocyclic compounds containing six-membered ...,"Heterocyclic compounds containing six-membered rings having one nitrogen atom and one oxygen atomas the only ring hetero atoms [2,2006.01]Note(s)    [2]  Morpholines having only hydrogen atoms attached to the ring carbon atoms are classified in group C07D"
8.801139,2.2609954,A01K1,"Housing animals; Equipment therefor [1,2006.01]","Housing animals; Equipment therefor [1,2006.01]"
9.7275095,4.605525,A47B91,Feet for furniture in general  (castors B60B,Feet for furniture in general  (castors B60B
8.93088,6.519553,B64C27,"Rotorcraft; Rotors peculiar thereto [1,2006.01]","Rotorcraft; Rotors peculiar thereto [1,2006.01]"
14.888879,5.0275526,H04L25,"Baseband systems[1,2006.01]","Baseband systems[1,2006.01]"
14.189045,5.727714,H04S1,Two-channel systems (H04S,Two-channel systems (H04S
15.246122,4.7667146,H04W92,Interfaces specially adapted for wireless commu...,Interfaces specially adapted for wireless communication networks [2009.01]
9.8232355,1.5606279,B65H19,"Changing the web roll[1,4,2006.01]","Changing the web roll[1,4,2006.01]"
8.095992,0.123032026,G01N15,Investigating characteristics of particles; Inv...,"Investigating characteristics of particles; Investigating permeability, pore-volume or surface-area of porous materials  (identification of microorganisms C12Q)[1,4,2006.01]"
13.624333,7.243135,H02M1,TYPES OF CONVERSIONdc to dc,TYPES OF CONVERSIONdc to dc
10.861875,8.293435,H02K11,Structural association of dynamo-electric machi...,"Structural association of dynamo-electric machines with electric components or with devices for shielding, monitoring or protection  (casings, enclosures or supports H02K"
10.437638,3.7319906,A01C19,Arrangements for driving working parts of ferti...,"Arrangements for driving working parts of fertilisersor seeders[1,4,2006.01]"
5.992065,8.050831,F25B49,Arrangement or mounting of control or safety de...,"Arrangement or mounting of control or safety devices[1,2006.01]"
14.6990795,12.144689,F21Y103,"Elongate light sources, e.g. fluorescent tubes[...","Elongate light sources, e.g. fluorescent tubes[7,2006.01,2016.01]"
10.236133,4.7137866,B62B3,Hand carts having more than one axis carrying t...,"Hand carts having more than one axis carrying transport wheels; Steering devices therefor; Equipment therefor[1,2006.01]"
7.9911165,0.07547226,C12M1,"Apparatus for enzymology or microbiology[3,2006...","Apparatus for enzymology or microbiology[3,2006.01]Note(s)    [3]  This group covers:•apparatus where microorganisms or enzymes are produced or isolated;•apparatus where the characteristics of microorganisms or enzymes are investigated, e.g. which growth factors are necessary;•apparatus specially adapted to employ microorganisms or enzymes as ""reactants"" or biocatalysts;•apparatus of both the laboratory and industrial scale."
7.853138,4.8985333,E21B29,"Cutting or destroying pipes, packers, plugs, or...","Cutting or destroying pipes, packers, plugs, or wire lines, located in boreholes or wells, e.g. cutting of damaged pipes, of windows  (perforators E21B"
13.640352,5.5849223,H04B3,Line transmission systems  (combined with near-...,Line transmission systems  (combined with near-field transmission systems H04B
5.995599,8.045247,F25B31,"Compressor arrangements [1,2006.01]","Compressor arrangements [1,2006.01]"
7.9389334,2.9060478,B26D3,Cutting work characterised by the nature of the...,"Cutting work characterised by the nature of the cut made; Apparatus therefor [1,3,2006.01]"
6.026267,5.590226,H01C17,Apparatus or processes specially adapted for ma...,Apparatus or processes specially adapted for manufacturing resistors  (providing fillings for housings or enclosures H01C
3.1994772,1.9699975,C08G73,Macromolecular compounds obtained by reactions ...,"Macromolecular compounds obtained by reactions forming in the main chain of the macromolecule a linkage containing nitrogen, with or without oxygen or carbon, not provided for in groups C08G"
12.11118,3.3878508,G09F19,Advertising or display means not otherwise prov...,"Advertising or display means not otherwise providedfor[1,2006.01]"
3.7871778,2.9689977,C08B11,"Preparation of cellulose ethers [1,2006.01]","Preparation of cellulose ethers [1,2006.01]"
11.207405,1.0937274,A61C19,Dental auxiliary appliances  (dental chairs or ...,"Dental auxiliary appliances  (dental chairs or accessories therefor, working stands whether or not combined with chairs A61G"
8.183332,7.8025985,F01M13,"Crankcase ventilating or breathing [2,2006.01]","Crankcase ventilating or breathing [2,2006.01]"
5.3407917,2.6270585,C03C15,"Surface treatment of glass, not in the form of ...","Surface treatment of glass, not in the form of fibres or filaments, by etching [1,2,2006.01]"
9.149846,2.5236404,B65D3,Rigid or semi-rigid containers having bodies or...,"Rigid or semi-rigid containers having bodies or peripheral walls of curved or partially-curved cross-section made by winding or bending paper without folding along defined lines [1,2006.01]"
8.717463,7.7266374,F04D1,For handling specific fluids,For handling specific fluids
2.8681443,-2.3416057,C07D409,Heterocyclic compounds containing two or more h...,"Heterocyclic compounds containing two or more hetero rings, at least one ring having sulfur atoms as the only ring hetero atoms [2,2006.01]"
5.0315537,-3.6509056,A01H1,Processes for modifying genotypes  (A01H,Processes for modifying genotypes  (A01H
2.7085762,1.9665365,C08F232,"takes precedence) [2,2006.01]","takes precedence) [2,2006.01]"
6.330868,-0.00041512455,B01J3,Processes of utilising sub-atmospheric or super...,"Processes of utilising sub-atmospheric or super-atmospheric pressure to effect chemical or physical change of matter; Apparatus therefor  (pressure vessels for containing or storing compressed, liquefied or solidified gases F17C) [1,2,2006.01]"
2.741761,-2.761824,C07D513,Heterocyclic compounds containing in the conden...,"Heterocyclic compounds containing in the condensedsystem at least one hetero ring having nitrogen and sulfur atoms as the only ring hetero atoms, not provided for in groups C07D"
7.6612787,7.9249063,F01N9,,
5.5549545,1.2667154,C22C5,"Alloys based on noble metals [1,2006.01]","Alloys based on noble metals [1,2006.01]"
4.9330096,2.737339,B44C5,,
8.078636,0.058813512,B01L9,"Supporting devices; Holding devices [1,2006.01]","Supporting devices; Holding devices [1,2006.01]"
9.783453,3.7595925,A47G9,Bed-covers; Counterpanes; Travelling rugs; Slee...,Bed-covers; Counterpanes; Travelling rugs; Sleepingrugs; Sleeping bags; Pillows  (pillows specially adaptedfor preventing snoring A61F
3.7571528,-3.2380471,A61K45,Medicinal preparations containing active ingred...,Medicinal preparations containing active ingredientsnot provided for in groups A61K
2.7269404,-2.8642864,C07D215,Heterocyclic compounds containing quinoline or ...,"Heterocyclic compounds containing quinoline or hydrogenated quinoline ring systems [2,2006.01]"
10.355328,4.5083165,B66F9,Devices for lifting or lowering bulky or heavy ...,"Devices for lifting or lowering bulky or heavy goods for loading or unloading purposes  (mobile or transportable lifts in, or associated with, buildings and specially adapted to be shifted from one part of a building or other structure to another part or to another building or structure B66B"
